player_key,name,gender,issue,detail
women:sackmann:206194,Gabriela Ce,women,match_count_sum_mismatch,"sum(level_surface_matches)=196, matches=197"
women:sackmann:206336,Julia Stamatova,women,match_count_sum_mismatch,"sum(surface_matches)=172, matches=173"
women:sackmann:206336,Julia Stamatova,women,match_count_sum_mismatch,"sum(level_surface_matches)=172, matches=173"
women:sackmann:206345,Victoria Bosio,women,match_count_sum_mismatch,"sum(surface_matches)=149, matches=150"
women:sackmann:206345,Victoria Bosio,women,match_count_sum_mismatch,"sum(level_surface_matches)=149, matches=150"
women:sackmann:206408,Nadia Podoroska,women,match_count_sum_mismatch,"sum(surface_matches)=153, matches=154"
women:sackmann:206408,Nadia Podoroska,women,match_count_sum_mismatch,"sum(level_surface_matches)=153, matches=154"
women:sackmann:210847,Miriana Tona,women,match_count_sum_mismatch,"sum(surface_matches)=182, matches=183"
women:sackmann:210847,Miriana Tona,women,match_count_sum_mismatch,"sum(level_surface_matches)=182, matches=183"
women:sackmann:211063,Valeriya Strakhova,women,match_count_sum_mismatch,"sum(surface_matches)=217, matches=218"
women:sackmann:211063,Valeriya Strakhova,women,match_count_sum_mismatch,"sum(level_surface_matches)=217, matches=218"
women:sackmann:211310,Ingrid Vojcinakova,women,match_count_sum_mismatch,"sum(surface_matches)=97, matches=98"
women:sackmann:211310,Ingrid Vojcinakova,women,match_count_sum_mismatch,"sum(level_surface_matches)=97, matches=98"
women:sackmann:211646,Oana Georgeta Simion,women,match_count_sum_mismatch,"sum(surface_matches)=138, matches=139"
women:sackmann:211646,Oana Georgeta Simion,women,match_count_sum_mismatch,"sum(level_surface_matches)=138, matches=139"
women:sackmann:211920,Martina Capurro Taborda,women,match_count_sum_mismatch,"sum(surface_matches)=192, matches=193"
women:sackmann:211920,Martina Capurro Taborda,women,match_count_sum_mismatch,"sum(level_surface_matches)=192, matches=193"
women:sackmann:213584,Irina Fetecau,women,match_count_sum_mismatch,"sum(surface_matches)=83, matches=84"
women:sackmann:213584,Irina Fetecau,women,match_count_sum_mismatch,"sum(level_surface_matches)=83, matches=84"
women:sackmann:213657,Martha Matoula,women,match_count_sum_mismatch,"sum(surface_matches)=204, matches=205"
women:sackmann:213657,Martha Matoula,women,match_count_sum_mismatch,"sum(level_surface_matches)=204, matches=205"
women:sackmann:214507,Berfu Cengiz,women,match_count_sum_mismatch,"sum(surface_matches)=170, matches=171"
women:sackmann:214507,Berfu Cengiz,women,match_count_sum_mismatch,"sum(level_surface_matches)=170, matches=171"
women:sackmann:214746,Federica Bilardo,women,match_count_sum_mismatch,"sum(surface_matches)=69, matches=70"
women:sackmann:214746,Federica Bilardo,women,match_count_sum_mismatch,"sum(level_surface_matches)=69, matches=70"
women:sackmann:214784,Daria Kuczer,women,match_count_sum_mismatch,"sum(surface_matches)=104, matches=105"
women:sackmann:214784,Daria Kuczer,women,match_count_sum_mismatch,"sum(level_surface_matches)=104, matches=105"
women:sackmann:214919,Dalila Spiteri,women,match_count_sum_mismatch,"sum(surface_matches)=177, matches=178"
women:sackmann:214919,Dalila Spiteri,women,match_count_sum_mismatch,"sum(level_surface_matches)=177, matches=178"
women:sackmann:214992,Zhibek Kulambayeva,women,match_count_sum_mismatch,"sum(surface_matches)=196, matches=198"
women:sackmann:214992,Zhibek Kulambayeva,women,match_count_sum_mismatch,"sum(level_surface_matches)=196, matches=198"
women:sackmann:215013,Marcelina Podlinska,women,match_count_sum_mismatch,"sum(surface_matches)=151, matches=152"
women:sackmann:215013,Marcelina Podlinska,women,match_count_sum_mismatch,"sum(level_surface_matches)=151, matches=152"
women:sackmann:215966,Maria Toma,women,match_count_sum_mismatch,"sum(surface_matches)=155, matches=156"
women:sackmann:215966,Maria Toma,women,match_count_sum_mismatch,"sum(level_surface_matches)=155, matches=156"
women:sackmann:216030,Anna Ozerova,women,match_count_sum_mismatch,"sum(surface_matches)=49, matches=50"
women:sackmann:216030,Anna Ozerova,women,match_count_sum_mismatch,"sum(level_surface_matches)=49, matches=50"
women:sackmann:216051,Angelica Raggi,women,match_count_sum_mismatch,"sum(surface_matches)=133, matches=134"
women:sackmann:216051,Angelica Raggi,women,match_count_sum_mismatch,"sum(level_surface_matches)=133, matches=134"
women:sackmann:216579,Weronika Falkowska,women,match_count_sum_mismatch,"sum(surface_matches)=159, matches=160"
women:sackmann:216579,Weronika Falkowska,women,match_count_sum_mismatch,"sum(level_surface_matches)=159, matches=160"
women:sackmann:220297,Selina Atay,women,match_count_sum_mismatch,"sum(surface_matches)=132, matches=133"
women:sackmann:220297,Selina Atay,women,match_count_sum_mismatch,"sum(level_surface_matches)=132, matches=133"
women:sackmann:220740,Ivana Sebestova,women,match_count_sum_mismatch,"sum(surface_matches)=130, matches=132"
women:sackmann:220740,Ivana Sebestova,women,match_count_sum_mismatch,"sum(level_surface_matches)=130, matches=132"
women:sackmann:220757,Lia Karatancheva,women,match_count_sum_mismatch,"sum(surface_matches)=204, matches=205"
women:sackmann:220757,Lia Karatancheva,women,match_count_sum_mismatch,"sum(level_surface_matches)=204, matches=205"
women:sackmann:221031,Anastasia Abbagnato,women,match_count_sum_mismatch,"sum(surface_matches)=168, matches=169"
women:sackmann:221031,Anastasia Abbagnato,women,match_count_sum_mismatch,"sum(level_surface_matches)=168, matches=169"
women:sackmann:221104,Hibah Shaikh,women,match_count_sum_mismatch,"sum(surface_matches)=117, matches=118"
women:sackmann:221104,Hibah Shaikh,women,match_count_sum_mismatch,"sum(level_surface_matches)=117, matches=118"
women:sackmann:221168,Ilinca Dalina Amariei,women,match_count_sum_mismatch,"sum(surface_matches)=207, matches=209"
women:sackmann:221168,Ilinca Dalina Amariei,women,match_count_sum_mismatch,"sum(level_surface_matches)=207, matches=209"
women:sackmann:221259,Joelle Lilly Sophie Steur,women,match_count_sum_mismatch,"sum(surface_matches)=157, matches=159"
women:sackmann:221259,Joelle Lilly Sophie Steur,women,match_count_sum_mismatch,"sum(level_surface_matches)=157, matches=159"
women:sackmann:221315,Beatris Spasova,women,match_count_sum_mismatch,"sum(surface_matches)=65, matches=66"
women:sackmann:221315,Beatris Spasova,women,match_count_sum_mismatch,"sum(level_surface_matches)=65, matches=66"
women:sackmann:221364,Denislava Glushkova,women,match_count_sum_mismatch,"sum(surface_matches)=200, matches=201"
women:sackmann:221364,Denislava Glushkova,women,match_count_sum_mismatch,"sum(level_surface_matches)=200, matches=201"
women:sackmann:221465,Sofia Rocchetti,women,match_count_sum_mismatch,"sum(surface_matches)=185, matches=186"
women:sackmann:221465,Sofia Rocchetti,women,match_count_sum_mismatch,"sum(level_surface_matches)=185, matches=186"
women:sackmann:221469,Beatrice Ricci,women,match_count_sum_mismatch,"sum(surface_matches)=131, matches=132"
women:sackmann:221469,Beatrice Ricci,women,match_count_sum_mismatch,"sum(level_surface_matches)=131, matches=132"
women:sackmann:221568,Madelief Hageman,women,match_count_sum_mismatch,"sum(surface_matches)=205, matches=206"
women:sackmann:221568,Madelief Hageman,women,match_count_sum_mismatch,"sum(level_surface_matches)=205, matches=206"
women:sackmann:221911,Selena Janicijevic,women,match_count_sum_mismatch,"sum(surface_matches)=208, matches=209"
women:sackmann:221911,Selena Janicijevic,women,match_count_sum_mismatch,"sum(level_surface_matches)=208, matches=209"
women:sackmann:221933,Marian Gomez Pezuela Cano,women,match_count_sum_mismatch,"sum(surface_matches)=84, matches=85"
women:sackmann:221933,Marian Gomez Pezuela Cano,women,match_count_sum_mismatch,"sum(level_surface_matches)=84, matches=85"
women:sackmann:221940,Khrystyna Vozniak,women,match_count_sum_mismatch,"sum(surface_matches)=59, matches=60"
women:sackmann:221940,Khrystyna Vozniak,women,match_count_sum_mismatch,"sum(level_surface_matches)=59, matches=60"
women:sackmann:222397,Laura Hietaranta,women,match_count_sum_mismatch,"sum(surface_matches)=200, matches=201"
women:sackmann:222397,Laura Hietaranta,women,match_count_sum_mismatch,"sum(level_surface_matches)=200, matches=201"
women:sackmann:222481,Elena Korokozidi,women,match_count_sum_mismatch,"sum(surface_matches)=120, matches=121"
women:sackmann:222481,Elena Korokozidi,women,match_count_sum_mismatch,"sum(level_surface_matches)=120, matches=121"
women:sackmann:223120,Briana Szabo,women,match_count_sum_mismatch,"sum(surface_matches)=135, matches=136"
women:sackmann:223120,Briana Szabo,women,match_count_sum_mismatch,"sum(level_surface_matches)=135, matches=136"
women:sackmann:223352,Darya Velikova,women,match_count_sum_mismatch,"sum(surface_matches)=69, matches=70"
women:sackmann:223352,Darya Velikova,women,match_count_sum_mismatch,"sum(level_surface_matches)=69, matches=70"
women:sackmann:224481,Izabela Heinzova,women,match_count_sum_mismatch,"sum(surface_matches)=27, matches=28"
women:sackmann:224481,Izabela Heinzova,women,match_count_sum_mismatch,"sum(level_surface_matches)=27, matches=28"
women:sackmann:234506,Isabelle Cherny,women,match_count_sum_mismatch,"sum(surface_matches)=99, matches=100"
women:sackmann:234506,Isabelle Cherny,women,match_count_sum_mismatch,"sum(level_surface_matches)=99, matches=100"
women:sackmann:235161,Irina Balus,women,match_count_sum_mismatch,"sum(surface_matches)=89, matches=90"
women:sackmann:235161,Irina Balus,women,match_count_sum_mismatch,"sum(level_surface_matches)=89, matches=90"
women:sackmann:239172,Emilija Tverijonaite,women,match_count_sum_mismatch,"sum(surface_matches)=39, matches=40"
women:sackmann:239172,Emilija Tverijonaite,women,match_count_sum_mismatch,"sum(level_surface_matches)=39, matches=40"
women:sackmann:239476,Natalija Senic,women,match_count_sum_mismatch,"sum(surface_matches)=215, matches=216"
women:sackmann:239476,Natalija Senic,women,match_count_sum_mismatch,"sum(level_surface_matches)=215, matches=216"
women:sackmann:239484,Daria Gorska,women,match_count_sum_mismatch,"sum(surface_matches)=63, matches=64"
women:sackmann:239484,Daria Gorska,women,match_count_sum_mismatch,"sum(level_surface_matches)=63, matches=64"
women:sackmann:244079,Anna Lena Ebster,women,match_count_sum_mismatch,"sum(surface_matches)=80, matches=81"
women:sackmann:244079,Anna Lena Ebster,women,match_count_sum_mismatch,"sum(level_surface_matches)=80, matches=81"
women:sackmann:244087,Anja Stankovic,women,match_count_sum_mismatch,"sum(surface_matches)=198, matches=199"
women:sackmann:244087,Anja Stankovic,women,match_count_sum_mismatch,"sum(level_surface_matches)=198, matches=199"
women:sackmann:245079,Romane Longueville,women,match_count_sum_mismatch,"sum(surface_matches)=68, matches=69"
women:sackmann:245079,Romane Longueville,women,match_count_sum_mismatch,"sum(level_surface_matches)=68, matches=69"
women:sackmann:252495,Lucciana Perez Alarcon,women,match_count_sum_mismatch,"sum(surface_matches)=98, matches=99"
women:sackmann:252495,Lucciana Perez Alarcon,women,match_count_sum_mismatch,"sum(level_surface_matches)=98, matches=99"
women:sackmann:252509,Iva Ivanova,women,match_count_sum_mismatch,"sum(surface_matches)=98, matches=100"
women:sackmann:252509,Iva Ivanova,women,match_count_sum_mismatch,"sum(level_surface_matches)=98, matches=100"
women:sackmann:252531,Gina Feistel,women,match_count_sum_mismatch,"sum(surface_matches)=156, matches=158"
women:sackmann:252531,Gina Feistel,women,match_count_sum_mismatch,"sum(level_surface_matches)=156, matches=158"
women:sackmann:259849,Yoana Konstantinova,women,match_count_sum_mismatch,"sum(surface_matches)=38, matches=39"
women:sackmann:259849,Yoana Konstantinova,women,match_count_sum_mismatch,"sum(level_surface_matches)=38, matches=39"
women:sackmann:259913,Rositsa Dencheva,women,match_count_sum_mismatch,"sum(surface_matches)=128, matches=129"
women:sackmann:259913,Rositsa Dencheva,women,match_count_sum_mismatch,"sum(level_surface_matches)=128, matches=129"
women:sackmann:259981,Barbora Michalkova,women,match_count_sum_mismatch,"sum(surface_matches)=88, matches=89"
women:sackmann:259981,Barbora Michalkova,women,match_count_sum_mismatch,"sum(level_surface_matches)=88, matches=89"
women:sackmann:260142,Carmen Andreea Herea,women,match_count_sum_mismatch,"sum(surface_matches)=99, matches=100"
women:sackmann:260142,Carmen Andreea Herea,women,match_count_sum_mismatch,"sum(level_surface_matches)=99, matches=100"
women:sackmann:260339,Beatrise Zeltina,women,match_count_sum_mismatch,"sum(surface_matches)=64, matches=65"
women:sackmann:260339,Beatrise Zeltina,women,match_count_sum_mismatch,"sum(level_surface_matches)=64, matches=65"
women:sackmann:260510,Vittoria Paganetti,women,match_count_sum_mismatch,"sum(surface_matches)=96, matches=97"
women:sackmann:260510,Vittoria Paganetti,women,match_count_sum_mismatch,"sum(level_surface_matches)=96, matches=97"
women:sackmann:260541,Weronika Ewald,women,match_count_sum_mismatch,"sum(surface_matches)=124, matches=125"
women:sackmann:260541,Weronika Ewald,women,match_count_sum_mismatch,"sum(level_surface_matches)=124, matches=125"
women:sackmann:260565,Lidia Encheva,women,match_count_sum_mismatch,"sum(surface_matches)=154, matches=155"
women:sackmann:260565,Lidia Encheva,women,match_count_sum_mismatch,"sum(level_surface_matches)=154, matches=155"
women:sackmann:260711,Luna Maria Cinalli,women,match_count_sum_mismatch,"sum(surface_matches)=35, matches=36"
women:sackmann:260711,Luna Maria Cinalli,women,match_count_sum_mismatch,"sum(level_surface_matches)=35, matches=36"
women:sackmann:260774,Melis Rasim,women,match_count_sum_mismatch,"sum(surface_matches)=40, matches=41"
women:sackmann:260774,Melis Rasim,women,match_count_sum_mismatch,"sum(level_surface_matches)=40, matches=41"
women:sackmann:260984,Francesca Gandolfi,women,match_count_sum_mismatch,"sum(surface_matches)=49, matches=50"
women:sackmann:260984,Francesca Gandolfi,women,match_count_sum_mismatch,"sum(level_surface_matches)=49, matches=50"
women:sackmann:263695,Carolina Troiano,women,match_count_sum_mismatch,"sum(surface_matches)=34, matches=35"
women:sackmann:263695,Carolina Troiano,women,match_count_sum_mismatch,"sum(level_surface_matches)=34, matches=35"
women:sackmann:263869,Ruien Zhang,women,match_count_sum_mismatch,"sum(surface_matches)=109, matches=110"
women:sackmann:263869,Ruien Zhang,women,match_count_sum_mismatch,"sum(level_surface_matches)=109, matches=110"
women:sackmann:264215,Oriana Gniewkowska,women,match_count_sum_mismatch,"sum(surface_matches)=34, matches=35"
women:sackmann:264215,Oriana Gniewkowska,women,match_count_sum_mismatch,"sum(level_surface_matches)=34, matches=35"
women:sackmann:264216,Inka Wawrzkiewicz,women,match_count_sum_mismatch,"sum(surface_matches)=38, matches=39"
women:sackmann:264216,Inka Wawrzkiewicz,women,match_count_sum_mismatch,"sum(level_surface_matches)=38, matches=39"
women:sackmann:264505,Alexandra Irina Anghel,women,match_count_sum_mismatch,"sum(surface_matches)=53, matches=54"
women:sackmann:264505,Alexandra Irina Anghel,women,match_count_sum_mismatch,"sum(level_surface_matches)=53, matches=54"
women:sackmann:264961,Sonja Zhenikhova,women,match_count_sum_mismatch,"sum(surface_matches)=43, matches=44"
women:sackmann:264961,Sonja Zhenikhova,women,match_count_sum_mismatch,"sum(level_surface_matches)=43, matches=44"
women:sackmann:266407,Amy Sucha,women,match_count_sum_mismatch,"sum(surface_matches)=20, matches=21"
women:sackmann:266407,Amy Sucha,women,match_count_sum_mismatch,"sum(level_surface_matches)=20, matches=21"
women:sackmann:266562,Kiara Nina Kucikova,women,match_count_sum_mismatch,"sum(surface_matches)=10, matches=11"
women:sackmann:266562,Kiara Nina Kucikova,women,match_count_sum_mismatch,"sum(level_surface_matches)=10, matches=11"
women:sackmann:266564,Bianca Elena Barbulescu,women,match_count_sum_mismatch,"sum(surface_matches)=160, matches=161"
women:sackmann:266564,Bianca Elena Barbulescu,women,match_count_sum_mismatch,"sum(level_surface_matches)=160, matches=161"
women:sackmann:266800,Alena Kovackova,women,match_count_sum_mismatch,"sum(surface_matches)=75, matches=77"
women:sackmann:266800,Alena Kovackova,women,match_count_sum_mismatch,"sum(level_surface_matches)=75, matches=77"
women:sackmann:267409,Marta Lombardini,women,match_count_sum_mismatch,"sum(surface_matches)=30, matches=31"
women:sackmann:267409,Marta Lombardini,women,match_count_sum_mismatch,"sum(level_surface_matches)=30, matches=31"
women:sackmann:267423,Maja Pawelska,women,match_count_sum_mismatch,"sum(surface_matches)=17, matches=18"
women:sackmann:267423,Maja Pawelska,women,match_count_sum_mismatch,"sum(level_surface_matches)=17, matches=18"
women:sackmann:267732,Nika Hurkacz,women,match_count_sum_mismatch,"sum(surface_matches)=14, matches=15"
women:sackmann:267732,Nika Hurkacz,women,match_count_sum_mismatch,"sum(level_surface_matches)=14, matches=15"
women:sackmann:267734,Anna Kmiecik,women,match_count_sum_mismatch,"sum(surface_matches)=24, matches=26"
women:sackmann:267734,Anna Kmiecik,women,match_count_sum_mismatch,"sum(level_surface_matches)=24, matches=26"
women:sackmann:267773,Anastasija Adeikyte,women,match_count_sum_mismatch,"sum(surface_matches)=7, matches=8"
women:sackmann:267773,Anastasija Adeikyte,women,match_count_sum_mismatch,"sum(level_surface_matches)=7, matches=8"
women:sackmann:267841,Valeriia Artemeva,women,match_count_sum_mismatch,"sum(surface_matches)=55, matches=57"
women:sackmann:267841,Valeriia Artemeva,women,match_count_sum_mismatch,"sum(level_surface_matches)=55, matches=57"
women:sackmann:267937,Magdalena Baniak,women,match_count_sum_mismatch,"sum(surface_matches)=25, matches=26"
women:sackmann:267937,Magdalena Baniak,women,match_count_sum_mismatch,"sum(level_surface_matches)=25, matches=26"
women:sackmann:268772,Barbara Straszewska,women,match_count_sum_mismatch,"sum(surface_matches)=36, matches=37"
women:sackmann:268772,Barbara Straszewska,women,match_count_sum_mismatch,"sum(level_surface_matches)=36, matches=37"
women:sackmann:269275,Barbara Kostecka,women,match_count_sum_mismatch,"sum(surface_matches)=12, matches=13"
women:sackmann:269275,Barbara Kostecka,women,match_count_sum_mismatch,"sum(level_surface_matches)=12, matches=13"
women:sackmann:270074,Ylenia Zocco,women,match_count_sum_mismatch,"sum(surface_matches)=6, matches=7"
women:sackmann:270074,Ylenia Zocco,women,match_count_sum_mismatch,"sum(level_surface_matches)=6, matches=7"
women:sackmann:270109,Valeria Garnevska,women,match_count_sum_mismatch,"sum(surface_matches)=6, matches=7"
women:sackmann:270109,Valeria Garnevska,women,match_count_sum_mismatch,"sum(level_surface_matches)=6, matches=7"
women:sackmann:270129,Amelia Paszun,women,match_count_sum_mismatch,"sum(surface_matches)=26, matches=27"
women:sackmann:270129,Amelia Paszun,women,match_count_sum_mismatch,"sum(level_surface_matches)=26, matches=27"
women:sackmann:270209,Agnese Gentili,women,match_count_sum_mismatch,"sum(surface_matches)=7, matches=8"
women:sackmann:270209,Agnese Gentili,women,match_count_sum_mismatch,"sum(level_surface_matches)=7, matches=8"
women:sackmann:270330,Galatea Ferro,women,match_count_sum_mismatch,"sum(surface_matches)=4, matches=5"
women:sackmann:270330,Galatea Ferro,women,match_count_sum_mismatch,"sum(level_surface_matches)=4, matches=5"
